execution_scenario,date,signal_date,execution_date,portfolio_update_date,fill_data_end_date,coin,action,price,expected_fill,simulated_fill,fill_uses_full_next_day_ohlc,shares,trade_notional,fee_paid,slippage_paid,slippage_pct,adv_participation_pct,execution_mode,total_cost,cash_remaining,net_proceeds,holding_days
next_day_vwap_approx,2021-03-24,2021-03-24,2021-03-25,2021-03-24,2021-03-25,ALGO,exit,1.0307250000000001,1.0274,1.0307250000000001,True,15470.918701852852,15946.262678967283,15.946262678967283,7.973131339483642,0.05,0.02418140846218204,next_day_vwap_approx,23.919394018450923,,15922.343284948833,7.0
next_day_vwap_approx,2021-03-24,2021-03-24,2021-03-25,2021-03-24,2021-03-25,VET,rebalance_sell,0.08198799999999999,0.0846,0.08198799999999999,True,13345.603060723974,1094.179303742637,1.094179303742637,0.5470896518713185,0.05,0.0006851493102039605,next_day_vwap_approx,1.6412689556139557,,1092.538034787023,
next_day_vwap_approx,2021-03-24,2021-03-24,2021-03-25,2021-03-24,2021-03-25,TRX,rebalance_buy,0.05499,0.05568,0.05499,True,313859.90867199074,17259.15637787277,17.25915637787277,8.629578188936385,0.05,0.01597134413386384,next_day_vwap_approx,25.888734566809156,34548.7204676146,,
next_day_vwap_approx,2021-03-24,2021-03-24,2021-03-25,2021-03-24,2021-03-25,DOGE,rebalance_buy,0.0511988,0.0514996,0.0511988,True,337100.7988052995,17259.15637787277,17.25915637787277,8.629578188936385,0.05,0.010782033408183239,next_day_vwap_approx,25.888734566809156,17263.675355175023,,
next_day_vwap_approx,2021-03-31,2021-03-31,2021-04-01,2021-03-31,2021-04-01,DOGE,exit,0.0601961,0.0537699,0.0601961,True,337100.7988052995,20292.15339496369,20.29215339496369,10.146076697481845,0.05,0.01723821486746451,next_day_vwap_approx,30.438230092445536,,20261.715164871246,
next_day_vwap_approx,2021-03-31,2021-03-31,2021-04-01,2021-03-31,2021-04-01,VET,rebalance_sell,0.088502,0.087721,0.088502,True,28431.08970745675,2516.208301289337,2.5162083012893373,1.2581041506446686,0.05,0.0014871594413048105,next_day_vwap_approx,3.774312451934006,,2512.4339888374034,
next_day_vwap_approx,2021-03-31,2021-03-31,2021-04-01,2021-03-31,2021-04-01,TRX,rebalance_sell,0.0888375,0.09296,0.0888375,True,92092.92021296384,8181.304799419176,8.181304799419175,4.090652399709588,0.05,0.0058206617891889845,next_day_vwap_approx,12.271957199128764,,8169.032842220047,
next_day_vwap_approx,2021-03-31,2021-03-31,2021-04-01,2021-03-31,2021-04-01,HBAR,rebalance_buy,0.351555,0.36058,0.351555,True,32001.70422695918,11250.359129508635,11.250359129508636,5.625179564754318,0.05,0.015838264882986924,next_day_vwap_approx,16.875538694262953,36939.62268290082,,
next_day_vwap_approx,2021-03-31,2021-03-31,2021-04-01,2021-03-31,2021-04-01,MATIC,rebalance_buy,0.36396749999999994,0.35995,0.36396749999999994,True,27016.11349610577,9832.987288893875,9.832987288893875,4.916493644446938,0.05,0.007737494966993754,next_day_vwap_approx,14.749480933340813,27091.88591307361,,
next_day_vwap_approx,2021-03-31,2021-03-31,2021-04-01,2021-03-31,2021-04-01,ALGO,rebalance_buy,1.3446500000000001,1.3667,1.3446500000000001,True,15331.46859565771,20615.459247151142,20.615459247151144,10.307729623575572,0.05,0.0324437550625725,next_day_vwap_approx,30.923188870726715,6445.503477051741,,
next_day_vwap_approx,2021-04-07,2021-04-07,2021-04-08,2021-04-07,2021-04-08,TRX,exit,0.11741750000000001,0.11045,0.11741750000000001,True,221766.9884590269,26039.325367387795,26.039325367387796,13.019662683693898,0.05,0.009106028111316238,next_day_vwap_approx,39.0589880510817,,26000.266379336714,14.0
next_day_vwap_approx,2021-04-07,2021-04-07,2021-04-08,2021-04-07,2021-04-08,HBAR,exit,0.31292749999999997,0.29919,0.31292749999999997,True,32001.70422695918,10014.213299481768,10.014213299481767,5.007106649740884,0.05,0.013699266929392544,next_day_vwap_approx,15.02131994922265,,9999.191979532545,7.0
next_day_vwap_approx,2021-04-07,2021-04-07,2021-04-08,2021-04-07,2021-04-08,MATIC,exit,0.34750499999999995,0.33755,0.34750499999999995,True,27016.11349610577,9388.234520464233,9.388234520464234,4.694117260232117,0.05,0.007445868384817323,next_day_vwap_approx,14.082351780696351,,9374.152168683537,
next_day_vwap_approx,2021-04-07,2021-04-07,2021-04-08,2021-04-07,2021-04-08,VET,rebalance_buy,0.11137224999999999,0.105908,0.11137224999999999,True,10285.423827577546,1145.5107938809233,1.1455107938809233,0.5727553969404616,0.05,0.0006251831617983422,next_day_vwap_approx,1.7182661908213848,50671.88494453279,,
next_day_vwap_approx,2021-04-07,2021-04-07,2021-04-08,2021-04-07,2021-04-08,XLM,rebalance_buy,0.48729750000000005,0.47257,0.48729750000000005,True,45247.69267533412,22049.08752145863,22.04908752145863,11.024543760729316,0.05,0.018235293426253588,next_day_vwap_approx,33.07363128218795,28589.72379179197,,
next_day_vwap_approx,2021-04-07,2021-04-07,2021-04-08,2021-04-07,2021-04-08,DOGE,rebalance_buy,0.060379175,0.0587769,0.060379175,True,341452.8051421114,20616.63867591644,20.61663867591644,10.30831933795822,0.05,0.013623151823283657,next_day_vwap_approx,30.92495801387466,7942.160157861654,,
next_day_vwap_approx,2021-04-07,2021-04-07,2021-04-08,2021-04-07,2021-04-08,ALGO,rebalance_buy,1.3322250000000002,1.3024,1.3322250000000002,True,1562.3358084963336,2081.382822474028,2.081382822474028,1.040691411237014,0.05,0.003332128810802026,next_day_vwap_approx,3.122074233711042,5857.655261153915,,
next_day_vwap_approx,2021-04-14,2021-04-14,2021-04-15,2021-04-14,2021-04-15,DOGE,rebalance_sell,0.15386795,0.1214329,0.15386795,True,144404.79760977853,22219.27017838152,22.21927017838152,11.10963508919076,0.05,0.006134486626443131,next_day_vwap_approx,33.32890526757228,,22185.94127311395,
next_day_vwap_approx,2021-04-14,2021-04-14,2021-04-15,2021-04-14,2021-04-15,XLM,rebalance_sell,0.6346050000000001,0.63505,0.6346050000000001,True,1818.4404914107515,1153.99142805172,1.15399142805172,0.57699571402586,0.05,0.0005901473501395252,next_day_vwap_approx,1.7309871420775802,,1152.2604409096425,
