variant,use_breadth_scaling,strategy_cagr,strategy_max_drawdown,strategy_sharpe,total_trades,avg_exposure_pct,time_in_cash_pct,final_equity,turnover,total_fees,total_slippage,fees_slippage
baseline_inverse_volatility_top5,False,1.221139992903432,-0.8309256812130931,1.107161546266855,365,76.08070251618302,18.505013673655423,109638.98693909928,13.353408773406818,6920.585520808304,6920.585520808304,13841.171041616608
breadth_scaled_inverse_volatility_top5,True,2.1150096295298506,-0.4807158273044303,1.6359170896036705,274,32.29385365968325,62.35186873290793,302493.4221600778,7.535971914286956,3863.235094927676,3863.235094927676,7726.470189855352
