variant,strategy_cagr,strategy_max_drawdown,strategy_sharpe,total_trades,annualized_turnover,total_fees,total_slippage,final_equity,btc_cagr,btc_max_drawdown,eth_cagr,eth_max_drawdown
baseline,0.14502276310373574,-0.8937884432451212,0.50685267374174,123,261.6069799270073,588.3744798541011,588.3744798541011,15013.523142200367,0.321376243423513,-0.7662925431645935,1.0934319416341722,-0.7930253453633334
wider_hold_buffer,0.14502276310373574,-0.8937884432451212,0.50685267374174,123,261.6069799270073,588.3744798541011,588.3744798541011,15013.523142200367,0.321376243423513,-0.7662925431645935,1.0934319416341722,-0.7930253453633334
monthly_rebalance,0.509510769067185,-0.8730332169209407,0.7513487592657839,90,61.6526003649635,962.918786977371,962.918786977371,34405.75193731669,0.321376243423513,-0.7662925431645935,1.0934319416341722,-0.7930253453633334
stricter_entry,0.7773383963839811,-0.6621039591089318,0.9201624948145881,88,130.80348996350364,585.9133332612355,585.9133332612355,56167.01293209418,0.321376243423513,-0.7662925431645935,1.0934319416341722,-0.7930253453633334
no_trailing_stop,0.9061193861215351,-0.8593688871546263,0.9477458050175582,10,261.6069799270073,9.958745710836393,9.958745710836393,69285.4508543793,0.321376243423513,-0.7662925431645935,1.0934319416341722,-0.7930253453633334
