variant,date,exposure_scaling_mode,breadth_pct,alt_participation_pct,target_exposure
no_scaling,2024-05-22,no_scaling,,,1.0
no_scaling,2024-05-29,no_scaling,,,1.0
no_scaling,2024-06-05,no_scaling,,,1.0
no_scaling,2024-06-12,no_scaling,,,1.0
no_scaling,2024-06-19,no_scaling,,,1.0
no_scaling,2024-06-26,no_scaling,,,1.0
no_scaling,2024-07-03,no_scaling,,,1.0
no_scaling,2024-07-17,no_scaling,,,1.0
no_scaling,2024-07-24,no_scaling,,,1.0
no_scaling,2024-07-31,no_scaling,,,1.0
no_scaling,2024-10-16,no_scaling,,,1.0
no_scaling,2024-10-23,no_scaling,,,1.0
no_scaling,2024-10-30,no_scaling,,,1.0
no_scaling,2024-11-06,no_scaling,,,1.0
no_scaling,2024-11-13,no_scaling,,,1.0
no_scaling,2024-11-20,no_scaling,,,1.0
no_scaling,2024-11-27,no_scaling,,,1.0
no_scaling,2024-12-04,no_scaling,,,1.0
no_scaling,2024-12-11,no_scaling,,,1.0
no_scaling,2024-12-18,no_scaling,,,1.0
no_scaling,2024-12-25,no_scaling,,,1.0
no_scaling,2025-01-01,no_scaling,,,1.0
no_scaling,2025-01-08,no_scaling,,,1.0
no_scaling,2025-01-15,no_scaling,,,1.0
no_scaling,2025-01-22,no_scaling,,,1.0
no_scaling,2025-01-29,no_scaling,,,1.0
no_scaling,2025-02-05,no_scaling,,,1.0
no_scaling,2025-02-12,no_scaling,,,1.0
no_scaling,2025-02-19,no_scaling,,,1.0
no_scaling,2025-02-26,no_scaling,,,1.0
no_scaling,2025-03-05,no_scaling,,,1.0
no_scaling,2025-03-12,no_scaling,,,1.0
no_scaling,2025-03-19,no_scaling,,,1.0
no_scaling,2025-03-26,no_scaling,,,1.0
no_scaling,2025-04-23,no_scaling,,,1.0
no_scaling,2025-04-30,no_scaling,,,1.0
no_scaling,2025-05-07,no_scaling,,,1.0
no_scaling,2025-05-14,no_scaling,,,1.0
no_scaling,2025-05-21,no_scaling,,,1.0
no_scaling,2025-05-28,no_scaling,,,1.0
no_scaling,2025-06-04,no_scaling,,,1.0
no_scaling,2025-06-11,no_scaling,,,1.0
no_scaling,2025-06-18,no_scaling,,,1.0
no_scaling,2025-06-25,no_scaling,,,1.0
no_scaling,2025-07-02,no_scaling,,,1.0
no_scaling,2025-07-09,no_scaling,,,1.0
no_scaling,2025-07-16,no_scaling,,,1.0
no_scaling,2025-07-23,no_scaling,,,1.0
no_scaling,2025-07-30,no_scaling,,,1.0
no_scaling,2025-08-06,no_scaling,,,1.0
no_scaling,2025-08-13,no_scaling,,,1.0
no_scaling,2025-08-20,no_scaling,,,1.0
no_scaling,2025-08-27,no_scaling,,,1.0
no_scaling,2025-09-03,no_scaling,,,1.0
no_scaling,2025-09-10,no_scaling,,,1.0
no_scaling,2025-09-17,no_scaling,,,1.0
no_scaling,2025-09-24,no_scaling,,,1.0
no_scaling,2025-10-01,no_scaling,,,1.0
no_scaling,2025-10-08,no_scaling,,,1.0
no_scaling,2025-10-15,no_scaling,,,1.0
no_scaling,2025-10-29,no_scaling,,,1.0
breadth_100dma_scaling,2020-07-22,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2020-07-29,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2020-08-05,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2020-08-12,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2020-08-19,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2020-08-26,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2020-09-02,breadth_100dma_scaling,87.5,62.5,1.0
breadth_100dma_scaling,2020-09-09,breadth_100dma_scaling,25.0,75.0,0.0
breadth_100dma_scaling,2020-09-16,breadth_100dma_scaling,25.0,37.5,0.0
breadth_100dma_scaling,2020-09-23,breadth_100dma_scaling,12.5,37.5,0.0
breadth_100dma_scaling,2020-09-30,breadth_100dma_scaling,12.5,37.5,0.0
breadth_100dma_scaling,2020-10-07,breadth_100dma_scaling,12.5,25.0,0.0
breadth_100dma_scaling,2020-10-14,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2020-10-21,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2020-10-28,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2020-11-04,breadth_100dma_scaling,0.0,0.0,0.0
breadth_100dma_scaling,2020-11-11,breadth_100dma_scaling,0.0,0.0,0.0
breadth_100dma_scaling,2020-11-18,breadth_100dma_scaling,37.5,0.0,0.0
breadth_100dma_scaling,2020-11-25,breadth_100dma_scaling,87.5,12.5,1.0
breadth_100dma_scaling,2020-12-02,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2020-12-09,breadth_100dma_scaling,87.5,12.5,1.0
breadth_100dma_scaling,2020-12-16,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2020-12-23,breadth_100dma_scaling,50.0,0.0,0.5
breadth_100dma_scaling,2020-12-30,breadth_100dma_scaling,75.0,0.0,1.0
breadth_100dma_scaling,2021-01-06,breadth_100dma_scaling,100.0,37.5,1.0
breadth_100dma_scaling,2021-01-13,breadth_100dma_scaling,100.0,25.0,1.0
breadth_100dma_scaling,2021-01-20,breadth_100dma_scaling,100.0,62.5,1.0
breadth_100dma_scaling,2021-01-27,breadth_100dma_scaling,87.5,75.0,1.0
breadth_100dma_scaling,2021-02-03,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2021-02-10,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2021-02-17,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2021-02-24,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2021-03-03,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2021-03-10,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2021-03-17,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2021-03-24,breadth_100dma_scaling,100.0,87.5,1.0
