date,value
2020-05-12,10000.0
2020-05-13,10000.0
2020-05-14,10000.0
2020-05-15,10000.0
2020-05-16,10000.0
2020-05-17,10000.0
2020-05-18,10000.0
2020-05-19,10000.0
2020-05-20,10000.0
2020-05-21,10000.0
2020-05-22,10000.0
2020-05-23,10000.0
2020-05-24,10000.0
2020-05-25,10000.0
2020-05-26,10000.0
2020-05-27,10000.0
2020-05-28,10000.0
2020-05-29,10000.0
2020-05-30,10000.0
2020-05-31,10000.0
2020-06-01,10000.0
2020-06-02,10000.0
2020-06-03,10000.0
2020-06-04,10000.0
2020-06-05,10000.0
2020-06-06,10000.0
2020-06-07,10000.0
2020-06-08,10000.0
2020-06-09,10000.0
2020-06-10,10000.0
2020-06-11,10000.0
2020-06-12,10000.0
2020-06-13,10000.0
2020-06-14,10000.0
2020-06-15,10000.0
2020-06-16,10000.0
2020-06-17,10000.0
2020-06-18,10000.0
2020-06-19,10000.0
2020-06-20,10000.0
2020-06-21,10000.0
2020-06-22,10000.0
2020-06-23,10000.0
2020-06-24,10000.0
2020-06-25,10000.0
2020-06-26,10000.0
2020-06-27,10000.0
2020-06-28,10000.0
2020-06-29,10000.0
2020-06-30,10000.0
2020-07-01,10000.0
2020-07-02,10000.0
2020-07-03,10000.0
2020-07-04,10000.0
2020-07-05,10000.0
2020-07-06,10000.0
2020-07-07,10000.0
2020-07-08,10000.0
2020-07-09,10000.0
2020-07-10,10000.0
2020-07-11,10000.0
2020-07-12,10000.0
2020-07-13,10000.0
2020-07-14,10000.0
2020-07-15,10000.0
2020-07-16,10000.0
2020-07-17,10000.0
2020-07-18,10000.0
2020-07-19,10000.0
2020-07-20,10000.0
2020-07-21,10000.0
2020-07-22,9986.939335458334
2020-07-23,9957.444957997614
2020-07-24,9810.480727801943
2020-07-25,10180.048796219693
2020-07-26,10115.485370568917
2020-07-27,9738.056116518175
2020-07-28,10011.479702744407
2020-07-29,9848.515017829346
2020-07-30,10061.050268625984
2020-07-31,10085.80456710523
2020-08-01,10489.57083414633
2020-08-02,9979.968206890591
2020-08-03,10146.175865014986
2020-08-04,10541.369931946492
2020-08-05,10476.745402736095
2020-08-06,10618.974497095955
2020-08-07,10461.68439569242
2020-08-08,10918.651045061475
2020-08-09,10854.205841302866
2020-08-10,11266.24540564919
2020-08-11,10872.041584475346
2020-08-12,11299.315082531339
2020-08-13,11739.760902405835
2020-08-14,11927.588593028298
2020-08-15,11893.710085112478
2020-08-16,12125.545330785979
2020-08-17,12123.909552727502
2020-08-18,11888.907473907646
2020-08-19,11539.492143960339
2020-08-20,11999.737535272518
2020-08-21,11308.980208533465
2020-08-22,11596.800939293778
2020-08-23,11678.799099857144
2020-08-24,12075.623764546603
2020-08-25,11440.619589007838
2020-08-26,11468.188102431788
2020-08-27,11053.329476814459
2020-08-28,11273.176442230557
2020-08-29,11475.330846503484
2020-08-30,11564.275710651276
2020-08-31,11525.58920720905
2020-09-01,11801.259694973312
2020-09-02,11361.14853261317
2020-09-03,10488.34272592528
2020-09-04,10605.677965265812
2020-09-05,9953.60564834738
2020-09-06,10232.81680598343
2020-09-07,10258.41466899919
2020-09-08,10201.098787490435
2020-09-09,10594.461025541154
2020-09-10,10685.4699523944
2020-09-11,10770.586591043539
2020-09-12,10859.062683900202
2020-09-13,10550.708634167142
2020-09-14,10557.406122059972
2020-09-15,10364.78855524104
2020-09-16,10258.37733251932
2020-09-17,10459.224518374756
2020-09-18,10514.063049530996
2020-09-19,10508.62412149926
2020-09-20,10377.173463568723
2020-09-21,9860.733281173887
2020-09-22,9969.09570381488
2020-09-23,9594.603295807243
2020-09-24,10108.461025420054
2020-09-25,10395.551618790058
2020-09-26,10413.045681367606
2020-09-27,10482.25135565545
2020-09-28,10445.175957776704
2020-09-29,10647.568446751397
2020-09-30,10571.376079603626
2020-10-01,10390.68894299234
2020-10-02,10156.011753149542
2020-10-03,10279.131314723218
2020-10-04,10349.000751622596
2020-10-05,10310.095437461263
2020-10-06,9923.872774479594
2020-10-07,10072.756219568559
2020-10-08,10135.150834115735
2020-10-09,10345.587148466559
2020-10-10,10479.613648333285
2020-10-11,10496.840309435956
2020-10-12,10545.8724669205
2020-10-13,10533.340854449802
2020-10-14,10379.910659679499
2020-10-15,10235.407192810595
2020-10-16,10084.572083939463
2020-10-17,10133.43537524599
2020-10-18,10250.05418287389
2020-10-19,10210.182280983823
2020-10-20,9944.734746671142
2020-10-21,10172.282298641087
2020-10-22,10399.216969078425
2020-10-23,10324.586180549411
2020-10-24,10480.706080699316
2020-10-25,10357.17151618386
2020-10-26,10200.518654768706
2020-10-27,10203.12361268515
2020-10-28,9902.145210483945
2020-10-29,9676.93000302476
2020-10-30,9626.058205980447
2020-10-31,9641.716859244098
2020-11-01,9757.168679605118
2020-11-02,9523.31114416677
2020-11-03,9409.684113091309
2020-11-04,9416.820726021837
2020-11-05,9688.405853617405
2020-11-06,10223.182238142688
2020-11-07,9808.446209649821
2020-11-08,10056.604710669708
2020-11-09,9980.851080256503
2020-11-10,10147.264737286147
2020-11-11,10102.224579617872
2020-11-12,9963.282088312602
2020-11-13,10216.92446348258
2020-11-14,10066.259616680047
2020-11-15,9966.857176577347
2020-11-16,10153.349195830733
2020-11-17,10463.615451726477
2020-11-18,10243.369319284937
2020-11-19,10224.182196762318
2020-11-20,10586.474851032506
2020-11-21,11611.750271755884
2020-11-22,11361.277718936717
2020-11-23,12243.55475293848
2020-11-24,13261.294585992717
2020-11-25,12784.088549556287
2020-11-26,11818.22132760621
2020-11-27,12092.205926689685
2020-11-28,12406.231040290037
2020-11-29,12436.406660302217
2020-11-30,12757.556504288732
2020-12-01,12188.662901968657
2020-12-02,12520.460995670288
2020-12-03,12743.95401949293
2020-12-04,12062.833027182862
2020-12-05,12556.832539447623
2020-12-06,12502.440023228624
2020-12-07,12436.949334567085
2020-12-08,11873.026330669622
2020-12-09,12093.143563758265
2020-12-10,11793.540784766357
2020-12-11,11572.744079085198
2020-12-12,11874.427468101228
2020-12-13,12164.296528046547
2020-12-14,12159.11913950087
2020-12-15,12209.456788440122
2020-12-16,12754.22294221666
2020-12-17,12611.621308376238
2020-12-18,12889.0979367146
2020-12-19,12845.784709272653
2020-12-20,12808.954082232423
2020-12-21,12503.429077204342
2020-12-22,12737.619172254763
2020-12-23,11561.513843522682
2020-12-24,12605.650930288271
2020-12-25,12666.638828158324
2020-12-26,13220.40243519954
2020-12-27,12858.316691168422
2020-12-28,13740.84913983242
2020-12-29,13633.954318181035
2020-12-30,13571.958288030492
2020-12-31,14006.303442339959
2021-01-01,14329.364024203525
2021-01-02,16026.164310702341
2021-01-03,16436.26449078766
2021-01-04,16556.522369165068
2021-01-05,17350.633784443264
2021-01-06,19161.881349705855
2021-01-07,18350.265026250658
2021-01-08,18639.865509996667
2021-01-09,19011.238094246546
2021-01-10,18369.063045491464
2021-01-11,17192.91012826012
2021-01-12,17137.20265200558
2021-01-13,18538.977581198098
2021-01-14,19348.524123697407
2021-01-15,18970.411561370132
2021-01-16,19945.98072012479
2021-01-17,20190.26199065156
2021-01-18,20401.470512933713
2021-01-19,20063.08660867681
2021-01-20,21070.177554168826
2021-01-21,19208.333523483325
2021-01-22,20161.37150093084
2021-01-23,20493.696194164924
2021-01-24,20485.427848879932
2021-01-25,20245.9993357692
2021-01-26,20748.94906244017
2021-01-27,19431.78836118221
2021-01-28,24763.435303124505
2021-01-29,26517.396487287613
2021-01-30,23826.716399140863
2021-01-31,24768.810480521217
2021-02-01,25292.45251811399
2021-02-02,25111.356150871597
2021-02-03,27007.706221741646
2021-02-04,27677.18037076157
2021-02-05,29148.576120004116
2021-02-06,30257.975418550915
2021-02-07,32314.146266883814
2021-02-08,33889.404121666
2021-02-09,35075.35104695271
2021-02-10,37117.54377828476
2021-02-11,39225.52033919687
2021-02-12,41560.11452681064
2021-02-13,41480.352144844306
2021-02-14,39334.8944660203
2021-02-15,39313.16428180892
2021-02-16,39239.95611212833
2021-02-17,39700.893970522855
2021-02-18,41316.16509778241
2021-02-19,42583.41639359957
2021-02-20,42623.2440497025
2021-02-21,43510.45295584295
2021-02-22,41719.50757644355
2021-02-23,38379.55071226486
2021-02-24,40618.16240615022
2021-02-25,39400.357085067124
2021-02-26,40445.02241133684
2021-02-27,41667.33060993494
2021-02-28,41876.066657121555
2021-03-01,43418.333952985675
2021-03-02,42895.60735836654
2021-03-03,43605.926053712436
2021-03-04,43261.08207893631
2021-03-05,43003.779096379265
2021-03-06,42928.8102008098
2021-03-07,43840.71147044271
2021-03-08,45779.944310816725
2021-03-09,48829.98926362993
2021-03-10,48700.630925947815
2021-03-11,52180.97304338074
2021-03-12,51533.915487214486
2021-03-13,52847.08203312187
2021-03-14,53160.124708845455
2021-03-15,54239.82585143518
2021-03-16,53729.70968941525
2021-03-17,55753.13578977639
2021-03-18,54989.73688991466
2021-03-19,56100.503142181544
2021-03-20,55628.489180703036
2021-03-21,56763.794967203205
2021-03-22,54933.951412813
2021-03-23,56084.05663454399
2021-03-24,53551.78190428254
2021-03-25,54106.3009343612
2021-03-26,57150.33479424456
2021-03-27,56382.53283679733
2021-03-28,57415.18494597307
2021-03-29,59358.34380672409
2021-03-30,59053.45779866337
2021-03-31,59833.93422761342
2021-04-01,59468.311487454754
2021-04-02,60701.667447660446
2021-04-03,58999.35920784992
2021-04-04,61520.320123456724
2021-04-05,63613.20715779249
2021-04-06,64016.91839957039
2021-04-07,60916.51611201719
2021-04-08,63740.9190712359
2021-04-09,63811.0361135684
2021-04-10,65391.87822601025
2021-04-11,66507.32727274571
2021-04-12,66188.99848937821
2021-04-13,72003.57377713326
2021-04-14,72387.96338117492
2021-04-15,77213.43269007135
2021-04-16,86212.59511684187
2021-04-17,81993.68959741766
2021-04-18,80979.31418563725
2021-04-19,80527.67296350833
2021-04-20,79340.80250287385
2021-04-21,75805.56665882675
2021-04-22,71107.36006373866
2021-04-23,71562.10146598416
2021-04-24,68812.86977677347
2021-04-25,68491.77471679192
2021-04-26,74976.39340300008
2021-04-27,79783.70591050605
2021-04-28,79451.84808192012
2021-04-29,79896.02633869479
2021-04-30,81988.97392381195
2021-05-01,83557.16653831425
2021-05-02,83556.01312796146
2021-05-03,85388.33602485711
2021-05-04,83094.29285671153
2021-05-05,92265.98726263447
2021-05-06,92759.22705210367
2021-05-07,94746.25313543566
2021-05-08,94148.76422533469
2021-05-09,95308.61495256159
2021-05-10,88946.24070390416
2021-05-11,94410.5276554503
2021-05-12,85502.93523681055
2021-05-13,92795.14303566226
2021-05-14,99658.57378671355
2021-05-15,98058.47446897013
2021-05-16,100143.31025549567
2021-05-17,95582.63003212602
2021-05-18,101949.47555202553
2021-05-19,78133.79269967553
2021-05-20,86995.19511920131
2021-05-21,78528.28941928115
2021-05-22,75317.08154402337
2021-05-23,69812.59343929715
2021-05-24,81280.383811726
2021-05-25,82024.19660260141
2021-05-26,87332.50123898995
2021-05-27,84028.56502708005
2021-05-28,78578.68502431168
2021-05-29,75613.0651406347
2021-05-30,78401.33935198307
2021-05-31,81931.44160735514
2021-06-01,82340.77925079227
2021-06-02,84727.8640705185
2021-06-03,87216.45852251555
2021-06-04,82346.74370370881
2021-06-05,80524.25976325624
2021-06-06,81529.53599030146
2021-06-07,77536.24993057609
2021-06-08,77532.07798602268
2021-06-09,79499.25471828273
2021-06-10,76655.86952077033
2021-06-11,73791.71584334102
2021-06-12,74382.30182178695
2021-06-13,77277.72931696553
2021-06-14,78799.77484791832
2021-06-15,78700.27318271091
2021-06-16,76398.47044163677
2021-06-17,77095.1393919357
2021-06-18,74347.97781091872
2021-06-19,73031.85299101302
2021-06-20,73491.0281066064
2021-06-21,63484.50311160719
2021-06-22,63067.00267187372
2021-06-23,66645.46473720639
2021-06-24,69063.03304174232
2021-06-25,64895.823791517585
2021-06-26,65799.56860792682
2021-06-27,67517.78694144679
2021-06-28,67599.30692385035
2021-06-29,69452.03147640772
2021-06-30,69316.84419675445
2021-07-01,67242.87418042723
2021-07-02,67633.63878543203
2021-07-03,68027.46821278866
2021-07-04,68656.10563651081
2021-07-05,66891.05347339029
2021-07-06,67689.0376122586
2021-07-07,67456.70759629016
2021-07-08,64964.12598882819
2021-07-09,65732.66133372499
2021-07-10,65051.58581080787
2021-07-11,65423.34765524951
2021-07-12,64116.72859358914
2021-07-13,63182.47241737644
2021-07-14,62854.38896148253
2021-07-15,61615.28862186465
2021-07-16,59923.67746772326
2021-07-17,60298.91608361166
2021-07-18,60205.97385679283
2021-07-19,58277.49270946633
2021-07-20,56695.95033706908
2021-07-21,60595.58289405405
2021-07-22,61485.98975464032
2021-07-23,62524.956839440325
2021-07-24,63170.79486862064
2021-07-25,63571.406931815916
2021-07-26,64254.36339945362
2021-07-27,65373.17375851341
2021-07-28,65197.89762779833
2021-07-29,65573.74911183145
2021-07-30,66504.42198470492
2021-07-31,66979.7207479902
2021-08-01,66173.81513561223
2021-08-02,66229.26061544458
2021-08-03,66159.19684662616
2021-08-04,67194.14004202167
2021-08-05,68041.44621215912
2021-08-06,68726.4831545296
2021-08-07,71771.5549762885
2021-08-08,69340.74232356761
2021-08-09,71062.75621757146
2021-08-10,72506.0709676924
2021-08-11,75633.5042406467
2021-08-12,74546.38589690726
2021-08-13,79312.32868546112
2021-08-14,81611.37770391814
2021-08-15,83021.79706085882
2021-08-16,81167.51613782249
2021-08-17,77635.69873700473
2021-08-18,78279.28533970901
2021-08-19,82893.13632763746
2021-08-20,85001.375097605
2021-08-21,83986.46665058177
2021-08-22,84790.06569004725
2021-08-23,86709.68067804688
2021-08-24,82011.54952273563
2021-08-25,83360.08830074104
2021-08-26,79018.43896284222
2021-08-27,84010.92985008983
2021-08-28,82817.82281463803
2021-08-29,82275.1309312924
2021-08-30,80554.7407232124
2021-08-31,83405.61999413633
2021-09-01,86711.22831091986
2021-09-02,87263.93133620765
2021-09-03,88651.56328987969
2021-09-04,89527.2687644511
2021-09-05,92056.08421501309
2021-09-06,92864.10893450177
2021-09-07,82450.18495074064
2021-09-08,85858.6546848483
2021-09-09,88715.03737193596
2021-09-10,85204.90147792546
2021-09-11,88064.37581743125
2021-09-12,93033.37345776965
2021-09-13,89805.53728133552
2021-09-14,91985.24273728784
2021-09-15,93901.77425346585
2021-09-16,92166.09507247884
2021-09-17,89068.27637219196
2021-09-18,90192.73479667367
2021-09-19,87847.25662261018
2021-09-20,80426.65575624035
2021-09-21,77635.69948557307
2021-09-22,84533.18081787504
2021-09-23,86413.61343259209
2021-09-24,82174.42904976873
2021-09-25,81311.23618669281
2021-09-26,80802.77871803993
2021-09-27,78877.04783111889
2021-09-28,76805.22618927971
2021-09-29,78145.63736001513
2021-09-30,80151.95941985647
2021-10-01,84812.8905087989
2021-10-02,85451.43717496267
2021-10-03,86975.95217964165
2021-10-04,86363.6043939855
2021-10-05,87766.57589838855
2021-10-06,86666.29100454063
2021-10-07,87144.18650443033
2021-10-08,87163.64414387028
2021-10-09,89067.93057242426
2021-10-10,85090.46982316457
2021-10-11,84881.44784808162
2021-10-12,84521.2188417854
2021-10-13,87566.01180768159
2021-10-14,87963.33075500777
2021-10-15,90149.57902990351
2021-10-16,90285.43688498055
2021-10-17,89410.8940121934
2021-10-18,89118.68756791783
2021-10-19,89149.53743300667
2021-10-20,91829.41097399929
2021-10-21,90318.98961031306
2021-10-22,91368.68673595981
2021-10-23,92699.50990957575
2021-10-24,91730.50160832668
2021-10-25,94442.99074843615
2021-10-26,94396.61935262989
2021-10-27,88537.15825342441
2021-10-28,93512.56332890765
2021-10-29,95205.87626680758
2021-10-30,94792.92997376306
2021-10-31,94623.0709166574
2021-11-01,95857.44100755379
2021-11-02,97666.05457928259
2021-11-03,97920.3564628187
2021-11-04,97881.82839916548
2021-11-05,97309.42664328477
2021-11-06,97305.44431085876
2021-11-07,97485.27063626183
2021-11-08,101128.41455881366
2021-11-09,100513.62905036865
2021-11-10,96310.3651908588
2021-11-11,97774.19210622372
2021-11-12,97081.08141138166
2021-11-13,97396.0334945948
2021-11-14,97160.69854040648
2021-11-15,96256.37704856282
2021-11-16,90651.94309982452
2021-11-17,91685.27612167168
2021-11-18,87227.5179363385
2021-11-19,90435.53860069133
2021-11-20,91240.86571989096
2021-11-21,90466.8991346557
2021-11-22,87786.9765202545
2021-11-23,89994.81078077345
2021-11-24,86936.86730569786
2021-11-25,90260.86989829312
2021-11-26,83923.28419221836
2021-11-27,84365.82126209888
2021-11-28,85228.98039201024
2021-11-29,87449.43143372702
2021-11-30,87193.51187217543
2021-12-01,88217.88462930874
2021-12-02,88476.34614380417
2021-12-03,86181.93207505846
2021-12-04,80339.57652060039
2021-12-05,79574.1702304643
2021-12-06,81307.06328115604
2021-12-07,81202.34624390444
2021-12-08,82350.16404167708
2021-12-09,77386.8571517427
2021-12-10,75679.6203494416
2021-12-11,78123.68673856287
2021-12-12,78207.89261721927
2021-12-13,72990.36266378468
2021-12-14,75438.45671086668
2021-12-15,77092.64097846427
2021-12-16,75428.91022097546
2021-12-17,74185.81303395267
2021-12-18,76051.76204832943
2021-12-19,75726.10560746078
2021-12-20,74520.17956727007
2021-12-21,76657.96236256164
2021-12-22,78020.32469192569
2021-12-23,81491.25148871595
2021-12-24,80036.59368826842
2021-12-25,81723.74411335807
2021-12-26,83306.6997152779
2021-12-27,83324.52075755878
2021-12-28,78608.84715000392
2021-12-29,77746.0580279377
2021-12-30,79276.53426538686
2021-12-31,78133.75159151763
2022-01-01,80003.81728893907
2022-01-02,80520.59462964576
2022-01-03,79963.83248630985
2022-01-04,79119.55078498868
2022-01-05,75628.00240484856
2022-01-06,76128.5021792564
2022-01-07,73273.92800388126
2022-01-08,71822.46015735844
2022-01-09,72738.33697959615
2022-01-10,71059.0841531851
2022-01-11,74063.57213400892
2022-01-12,76755.4176229889
2022-01-13,74463.40924807654
2022-01-14,75757.15333832407
2022-01-15,75628.41823711657
2022-01-16,76044.3627007109
2022-01-17,75004.85975280376
2022-01-18,73755.34188135751
2022-01-19,72448.61422746163
2022-01-20,70390.49117910158
2022-01-21,65264.64481275123
2022-01-22,62386.87626414762
2022-01-23,63632.82031060333
2022-01-24,61795.8680327248
2022-01-25,62373.38869728896
2022-01-26,62723.29722505658
2022-01-27,62502.6260303756
2022-01-28,63331.02828086722
2022-01-29,64040.471347070124
2022-01-30,62868.33616974257
2022-01-31,63568.710964056765
2022-02-01,64117.43749389147
2022-02-02,62412.750247306845
2022-02-03,63234.64765315935
2022-02-04,65937.87673796249
2022-02-05,66519.43618009848
2022-02-06,67658.81107976992
2022-02-07,70217.19419814696
2022-02-08,69033.20543870471
2022-02-09,69721.91629864408
2022-02-10,68249.03011487152
2022-02-11,65605.86933272358
2022-02-12,65415.02893306338
2022-02-13,64737.11632815792
2022-02-14,65019.68134125548
2022-02-15,67685.93341322728
2022-02-16,67340.44633603375
2022-02-17,64002.179535003364
2022-02-18,63375.456901756756
2022-02-19,63703.83701885196
2022-02-20,61653.47227842033
2022-02-21,59277.4759314394
2022-02-22,61163.48565329943
2022-02-23,59916.07216610735
2022-02-24,59677.42319353111
2022-02-25,61176.093858839464
2022-02-26,61306.57235799475
2022-02-27,59712.36619009209
2022-02-28,63092.087037825
2022-03-01,63060.60179758692
2022-03-02,62493.512795078204
2022-03-03,61686.35301772377
2022-03-04,59512.667195896356
2022-03-05,60287.26031066362
2022-03-06,58985.677638159184
2022-03-07,58452.172102233104
2022-03-08,59010.41483319085
2022-03-09,60485.55792323075
2022-03-10,59337.72655969119
2022-03-11,58903.68238692428
2022-03-12,58964.40452424431
2022-03-13,57997.80089882735
2022-03-14,58679.69689583661
2022-03-15,58659.28895701072
2022-03-16,59951.9333070916
2022-03-17,59801.45133800946
2022-03-18,60455.90400617926
2022-03-19,61325.41526296151
2022-03-20,60478.02736403514
2022-03-21,61214.34770718041
2022-03-22,62262.10196616495
2022-03-23,63604.19452710201
2022-03-24,64755.55810562517
2022-03-25,63927.523928374314
2022-03-26,65281.7943345167
2022-03-27,67715.26873850917
2022-03-28,66992.64314667591
2022-03-29,68048.16623543881
2022-03-30,68877.19240514477
2022-03-31,67587.20756434505
2022-04-01,68584.42422539406
2022-04-02,67992.60229087662
2022-04-03,68994.42981376383
2022-04-04,68016.14250736238
2022-04-05,67451.20829294826
2022-04-06,63249.058958772075
2022-04-07,64696.344643126926
2022-04-08,62865.57226562784
2022-04-09,63677.928009083174
2022-04-10,62938.30072846134
2022-04-11,59998.329670581385
2022-04-12,61089.70341687303
2022-04-13,61828.181631224405
2022-04-14,61190.254461262724
2022-04-15,61933.60810802343
2022-04-16,61835.08475643024
2022-04-17,60481.82154674857
2022-04-18,61513.45749629394
2022-04-19,62166.670862151965
2022-04-20,61731.3618740768
2022-04-21,61486.71286514621
2022-04-22,61115.45307869172
2022-04-23,60741.386877062934
2022-04-24,60202.10199442995
2022-04-25,61123.87008811932
2022-04-26,58326.3421985477
2022-04-27,58876.96721474576
2022-04-28,58875.49884624075
2022-04-29,57334.071367381315
2022-04-30,55087.21633002586
2022-05-01,56778.59777344259
2022-05-02,56267.673662564725
2022-05-03,56480.55312954889
2022-05-04,59640.12523919775
2022-05-05,56345.53989282065
2022-05-06,57044.92549435047
2022-05-07,56533.69158923143
2022-05-08,56095.127763747914
2022-05-09,51087.55403043642
2022-05-10,52476.577923408884
2022-05-11,48114.49269361903
2022-05-12,46615.28812600281
2022-05-13,48614.072228905585
2022-05-14,49144.69973892635
2022-05-15,50215.0466204873
2022-05-16,48728.781054954066
2022-05-17,49784.91454074294
2022-05-18,47681.9663613344
2022-05-19,48575.815720580606
2022-05-20,47813.15634760887
2022-05-21,48321.976650455865
2022-05-22,49049.54710128282
2022-05-23,48147.87643950971
2022-05-24,48731.55728833421
2022-05-25,48681.74882960583
2022-05-26,47427.303222807765
2022-05-27,47038.820857783445
2022-05-28,47367.2277901302
2022-05-29,47822.43750035182
2022-05-30,49500.35615384902
2022-05-31,49741.57497323979
2022-06-01,48266.14895592535
2022-06-02,48900.63612519149
2022-06-03,48246.53015814864
2022-06-04,48326.991307188466
2022-06-05,48450.63697178656
2022-06-06,49071.07224950587
2022-06-07,48559.62061125951
2022-06-08,48508.97154900005
2022-06-09,48675.40192826455
2022-06-10,47454.7181650893
2022-06-11,46344.5292387948
2022-06-12,45103.60699868903
2022-06-13,43282.16724359575
2022-06-14,43075.57987943764
2022-06-15,44757.24658755661
2022-06-16,42955.979228608616
2022-06-17,43345.1274278657
2022-06-18,42587.653557040685
2022-06-19,43569.036315698104
2022-06-20,43780.974527075225
2022-06-21,44339.60423852352
2022-06-22,43849.87858955914
2022-06-23,44806.31327579668
2022-06-24,45677.88782711192
2022-06-25,45727.96620897368
2022-06-26,45172.89137714892
2022-06-27,45157.70416518774
2022-06-28,44354.38260378472
2022-06-29,44110.27544804322
2022-06-30,43982.56979222396
2022-07-01,43705.80934072964
2022-07-02,43838.37382108475
2022-07-03,43883.19112392676
2022-07-04,44361.283430894066
2022-07-05,44094.466183856035
2022-07-06,44288.409987975145
2022-07-07,44883.76894191353
2022-07-08,44820.932776965376
2022-07-09,45044.063204392514
2022-07-10,44365.72530436056
2022-07-11,43479.57859095271
2022-07-12,43108.962178587564
2022-07-13,44028.84079877871
2022-07-14,44510.947119655815
2022-07-15,44558.12129311959
2022-07-16,45080.09354047682
2022-07-17,44814.290679286234
2022-07-18,46430.30215726195
2022-07-19,46779.240227545684
2022-07-20,45895.622534802285
2022-07-21,46274.66215192461
2022-07-22,45728.69732748085
2022-07-23,45931.0056723038
2022-07-24,46059.981206289245
2022-07-25,44553.95387209587
2022-07-26,44723.479093184746
2022-07-27,46143.84567324254
2022-07-28,46667.582232016735
2022-07-29,46784.38211094666
2022-07-30,46887.31700580177
2022-07-31,46793.43966600866
2022-08-01,46863.832753568655
2022-08-02,46291.5832132447
2022-08-03,46321.945632998104
2022-08-04,46529.31168339771
2022-08-05,47430.50740011249
2022-08-06,47234.333064888495
2022-08-07,47493.04069919367
2022-08-08,47927.807770868996
2022-08-09,47085.816754642656
2022-08-10,47995.67517919293
2022-08-11,47854.34834533997
2022-08-12,48165.80187128273
2022-08-13,48425.152500422584
2022-08-14,48478.876131711695
2022-08-15,47822.45898598663
2022-08-16,48050.02807077584
2022-08-17,47251.75538520417
2022-08-18,46505.034734033325
2022-08-19,44906.35149765217
2022-08-20,45164.00925871458
2022-08-21,45513.059498344934
2022-08-22,45283.204616633695
2022-08-23,45535.71622789281
2022-08-24,45263.739539991926
2022-08-25,45514.85990840891
2022-08-26,44187.04525486024
2022-08-27,44506.220772486675
2022-08-28,44054.71530607948
2022-08-29,44775.16079444883
2022-08-30,44546.39883499911
