timestamp,open,high,low,close,volume
2022-08-30,6.68,6.84,6.17,6.26,1399845.67
2022-08-31,6.27,6.51,6.2,6.24,1032930.64
2022-09-01,6.24,6.33,6.08,6.32,830298.77
2022-09-02,6.32,6.44,6.12,6.29,1056992.32
2022-09-03,6.29,6.64,6.18,6.5,1188484.67
2022-09-04,6.5,6.85,6.28,6.69,1365259.86
2022-09-05,6.69,6.85,6.4,6.74,1439084.39
2022-09-06,6.74,6.98,6.14,6.22,1856784.42
2022-09-07,6.22,6.52,6.03,6.48,1060379.51
2022-09-08,6.49,6.55,6.31,6.48,998336.01
2022-09-09,6.48,7.3,6.48,7.1,1695184.37
2022-09-10,7.1,7.33,7.0,7.13,1266952.72
2022-09-11,7.13,7.45,7.0,7.18,1111645.77
2022-09-12,7.18,7.26,6.85,6.93,1278792.35
2022-09-13,6.92,7.11,6.4,6.41,1545642.5
2022-09-14,6.41,6.56,6.17,6.3,1259978.08
2022-09-15,6.3,6.41,5.94,6.13,1493056.8
2022-09-16,6.14,6.28,5.94,6.18,1036211.07
2022-09-17,6.18,6.39,6.16,6.3,616039.06
2022-09-18,6.3,6.3,5.49,5.85,1179506.41
2022-09-19,5.85,6.2,5.63,6.05,1628488.2
2022-09-20,6.05,6.14,5.86,5.91,1069591.23
2022-09-21,5.91,6.17,5.74,5.91,1363324.31
2022-09-22,5.91,6.13,5.88,6.08,774776.39
2022-09-23,6.08,6.45,5.94,6.22,1502483.87
2022-09-24,6.22,6.26,6.03,6.05,641047.52
2022-09-25,6.05,6.09,5.83,5.9,737164.0
2022-09-26,5.9,6.33,5.75,6.24,2034079.57
2022-09-27,6.24,6.51,5.98,6.1,1790155.59
2022-09-28,6.11,6.16,5.88,6.04,1205195.41
2022-09-29,6.04,6.14,5.91,6.14,1130604.14
2022-09-30,6.13,6.23,6.03,6.07,1095714.87
2022-10-01,6.08,6.17,6.01,6.11,471438.3
2022-10-02,6.12,6.19,5.86,5.91,672946.53
2022-10-03,5.91,6.1,5.84,6.02,916097.04
2022-10-04,6.02,6.22,5.98,6.17,1005626.7
2022-10-05,6.17,6.18,5.91,6.03,985108.89
2022-10-06,6.03,6.15,5.96,5.98,691294.01
2022-10-07,5.98,6.01,5.88,5.95,584490.35
2022-10-08,5.94,5.97,5.77,5.81,582757.72
2022-10-09,5.81,5.9,5.79,5.85,309830.72
2022-10-10,5.85,5.91,5.26,5.32,1952264.55
2022-10-11,5.32,5.38,5.2,5.23,1794489.44
2022-10-12,5.24,5.32,4.99,5.06,2194750.12
2022-10-13,5.06,5.14,4.67,5.04,2571313.82
2022-10-14,5.03,5.26,4.78,4.85,1819775.52
2022-10-15,4.85,5.03,4.78,4.92,1391323.07
2022-10-16,4.92,5.15,4.92,4.99,864705.18
2022-10-17,4.98,5.15,4.94,5.08,937875.67
2022-10-18,5.08,5.14,4.84,4.95,1256370.42
2022-10-19,4.95,5.0,4.78,4.82,1287124.32
2022-10-20,4.81,4.97,4.78,4.82,1066762.9
2022-10-21,4.82,4.94,4.62,4.89,1401465.22
2022-10-22,4.89,4.97,4.83,4.91,455276.89
2022-10-23,4.91,5.04,4.8,5.03,743275.35
2022-10-24,5.02,5.04,4.73,4.82,1518525.91
2022-10-25,4.81,5.12,4.8,5.02,1110232.41
2022-10-26,5.02,5.16,4.91,5.1,1646903.59
2022-10-27,5.1,5.36,4.98,5.02,1821988.42
2022-10-28,5.02,5.22,4.98,5.16,1028066.13
2022-10-29,5.17,5.52,5.16,5.41,1895858.83
2022-10-30,5.4,5.52,5.2,5.32,1217374.78
2022-10-31,5.31,5.45,5.12,5.29,1409436.15
2022-11-01,5.28,5.39,5.16,5.18,1028047.78
2022-11-02,5.18,5.23,4.85,4.93,1592691.93
2022-11-03,4.93,5.61,4.91,5.37,3030329.91
2022-11-04,5.38,5.8,5.37,5.62,3048585.29
2022-11-05,5.63,5.8,5.47,5.57,2629594.82
2022-11-06,5.57,5.79,5.15,5.21,1806024.29
2022-11-07,5.2,5.34,4.98,5.18,1815244.96
2022-11-08,5.19,5.27,3.822,4.358,5382856.51
2022-11-09,4.352,4.407,3.5,3.681,4697851.52
2022-11-10,3.676,4.408,3.589,4.27,3034181.5
2022-11-11,4.269,4.408,3.892,4.022,2749041.83
2022-11-12,4.022,4.025,3.751,3.82,1806257.75
2022-11-13,3.821,4.13,3.681,3.946,3338523.04
2022-11-14,3.942,4.095,3.664,3.935,2735573.24
2022-11-15,3.935,4.124,3.887,3.977,1823827.96
2022-11-16,3.978,4.036,3.812,3.875,1173365.36
2022-11-17,3.874,3.935,3.732,3.757,1385845.48
2022-11-18,3.757,3.88,3.738,3.835,1151604.15
2022-11-19,3.834,4.021,3.76,3.965,1387911.78
2022-11-20,3.965,4.066,3.585,3.606,2634224.47
2022-11-21,3.606,3.729,3.51,3.627,2151899.34
2022-11-22,3.624,3.748,3.513,3.722,1828469.14
2022-11-23,3.723,3.954,3.704,3.92,1333084.21
2022-11-24,3.919,3.986,3.821,3.882,1016221.59
2022-11-25,3.881,3.925,3.77,3.922,829752.53
2022-11-26,3.923,4.05,3.872,3.891,1576528.99
2022-11-27,3.89,4.124,3.885,3.898,1260137.76
2022-11-28,3.898,3.97,3.756,3.851,1510952.92
2022-11-29,3.851,3.978,3.812,3.965,1302967.04
2022-11-30,3.965,4.16,3.959,4.1,1598261.13
2022-12-01,4.1,4.265,4.014,4.119,1666255.77
2022-12-02,4.118,4.357,4.003,4.282,2307871.73
2022-12-03,4.283,4.36,4.118,4.138,2463719.83
2022-12-04,4.139,4.382,4.132,4.347,1796685.7
2022-12-05,4.346,4.615,4.333,4.43,2244937.0
2022-12-06,4.429,4.489,4.32,4.38,926331.19
2022-12-07,4.381,4.439,4.125,4.177,1369706.88
2022-12-08,4.178,4.337,4.06,4.279,1031989.67
2022-12-09,4.279,4.484,4.249,4.372,1814937.12
2022-12-10,4.372,4.432,4.303,4.404,631517.35
2022-12-11,4.405,4.465,4.203,4.221,740958.72
2022-12-12,4.22,4.233,4.072,4.175,1003346.7
2022-12-13,4.176,4.3,3.95,4.172,1521475.13
2022-12-14,4.171,4.215,3.974,3.993,1149983.78
2022-12-15,3.994,4.045,3.857,3.927,860567.51
2022-12-16,3.928,3.984,3.5,3.559,1573544.6
2022-12-17,3.559,3.75,3.42,3.688,2598914.79
2022-12-18,3.688,3.742,3.605,3.68,533311.32
2022-12-19,3.684,3.743,3.357,3.497,1140137.87
2022-12-20,3.496,3.751,3.453,3.714,1045049.07
2022-12-21,3.714,3.745,3.583,3.72,733304.86
2022-12-22,3.717,3.78,3.61,3.741,806812.27
2022-12-23,3.74,3.79,3.635,3.664,803072.52
2022-12-24,3.666,3.765,3.659,3.74,491320.06
2022-12-25,3.741,3.786,3.702,3.766,565479.85
2022-12-26,3.765,3.924,3.765,3.857,1076148.12
2022-12-27,3.857,3.939,3.764,3.836,787366.83
2022-12-28,3.837,4.043,3.781,3.959,1717015.83
2022-12-29,3.961,4.114,3.909,4.018,1502118.98
2022-12-30,4.018,4.21,3.9,4.122,1216935.26
2022-12-31,4.122,4.186,3.922,3.933,1108421.94
2023-01-01,3.932,4.098,3.913,4.021,999540.66
